fdc_id,food_name,protein,fat,carbohydrates,calories,food_category,serving_size
1754097,"OIL, PEANUT",,,,,Fats and Oils,
1754098,"OIL, PEANUT",,,,,Fats and Oils,
1754099,"OIL, PEANUT",,,,,Fats and Oils,
1754100,"OIL, PEANUT",,,,,Fats and Oils,
1754101,"OIL, PEANUT",,,,,Fats and Oils,
1754102,"OIL, PEANUT",,,,,Fats and Oils,
1754103,"OIL, PEANUT",,,,,Fats and Oils,
1754104,"OIL, PEANUT",,,,,Fats and Oils,
1754105,"OIL, PEANUT",,,,,Fats and Oils,
1754106,"OIL, PEANUT",,,,,Fats and Oils,
1754107,"OIL, PEANUT",,,,,Fats and Oils,
1754108,"OIL, PEANUT",,,,,Fats and Oils,
1754109,"OIL, PEANUT",,,,,Fats and Oils,
1754110,"OIL, PEANUT",,,,,Fats and Oils,
1754111,"OIL, PEANUT",,,,,Fats and Oils,
1754112,"OIL, PEANUT",,,,,Fats and Oils,
1754113,"OIL, PEANUT",,,,,Fats and Oils,
1754114,"OIL, PEANUT",,,,,Fats and Oils,
1754115,"OIL, PEANUT",,,,,Fats and Oils,
1754116,"OIL, PEANUT",,,,,Fats and Oils,
1754117,"OIL, PEANUT",,,,,Fats and Oils,
1754118,"OIL, PEANUT",,,,,Fats and Oils,
1754119,"OIL, PEANUT",,,,,Fats and Oils,
1754120,"OIL, PEANUT",,,,,Fats and Oils,
1754121,"OIL, PEANUT",,,,,Fats and Oils,
1754122,"OIL, PEANUT",,,,,Fats and Oils,
1754123,"OIL, PEANUT",,,,,Fats and Oils,
1754124,"OIL, PEANUT",,,,,Fats and Oils,
1754125,"OIL, PEANUT",,,,,Fats and Oils,
1754126,"OIL, PEANUT",,,,,Fats and Oils,
1754127,"OIL, PEANUT",,,,,Fats and Oils,
1754128,"OIL, PEANUT",,,,,Fats and Oils,
1754129,"OIL, PEANUT",,,,,Fats and Oils,
1754130,"OIL, PEANUT",,,,,Fats and Oils,
1754131,"OIL, PEANUT",,,,,Fats and Oils,
1754132,"OIL, PEANUT",,,,,Fats and Oils,
1754133,"OIL, PEANUT",,,,,Fats and Oils,
1754134,"OIL, PEANUT",,,,,Fats and Oils,
1754135,"OIL, PEANUT",,,,,Fats and Oils,
1754136,"OIL, PEANUT",,,,,Fats and Oils,
1754137,"OIL, PEANUT",,,,,Fats and Oils,
1754138,"OIL, PEANUT",,,,,Fats and Oils,
1754139,"OIL, PEANUT",,,,,Fats and Oils,
1754140,"OIL, PEANUT",,,,,Fats and Oils,
1754141,"OIL, PEANUT",,,,,Fats and Oils,
1754142,"OIL, PEANUT",,,,,Fats and Oils,
1754143,"OIL, PEANUT",,,,,Fats and Oils,
1754144,"OIL, PEANUT",,,,,Fats and Oils,
1754145,"OIL, PEANUT",,,,,Fats and Oils,
1754146,"OIL, PEANUT",,,,,Fats and Oils,
1754147,"OIL, PEANUT",,,,,Fats and Oils,
1754148,"OIL, PEANUT",,,,,Fats and Oils,
1754149,"OIL, PEANUT",,,,,Fats and Oils,
1754150,"OIL, PEANUT",,,,,Fats and Oils,
1754151,"OIL, PEANUT",,,,,Fats and Oils,
1754152,"OIL, PEANUT",,,,,Fats and Oils,
1754153,"OIL, PEANUT",,,,,Fats and Oils,
1754154,"OIL, PEANUT",,,,,Fats and Oils,
1754155,"OIL, PEANUT",,,,,Fats and Oils,
1754156,"OIL, PEANUT",,,,,Fats and Oils,
1754157,"OIL, PEANUT",,,,,Fats and Oils,
1754158,"OIL, PEANUT",,,,,Fats and Oils,
1754159,"OIL, PEANUT",,,,,Fats and Oils,
1754161,"OIL, PEANUT",,,,,Fats and Oils,
1754162,"OIL, PEANUT",,,,,Fats and Oils,
1754163,"OIL, PEANUT",,,,,Fats and Oils,
1754164,"OIL, PEANUT",,,,,Fats and Oils,
1754165,"OIL, PEANUT",,,,,Fats and Oils,
1754166,"OIL, PEANUT",,,,,Fats and Oils,
1754167,"OIL, PEANUT",,,,,Fats and Oils,
1754168,"OIL, PEANUT",,,,,Fats and Oils,
1754169,"OIL, PEANUT",,,,,Fats and Oils,
1754170,"OIL, PEANUT",,,,,Fats and Oils,
1754171,"OIL, PEANUT",,,,,Fats and Oils,
1754172,"OIL, PEANUT",,,,,Fats and Oils,
1754173,"OIL, PEANUT",,,,,Fats and Oils,
1754174,"OIL, PEANUT",,,,,Fats and Oils,
1754175,"OIL, PEANUT",,,,,Fats and Oils,
1754176,"OIL, PEANUT",,,,,Fats and Oils,
1754177,"OIL, PEANUT",,,,,Fats and Oils,
1754178,"OIL, PEANUT",,,,,Fats and Oils,
1754179,"OIL, PEANUT",,,,,Fats and Oils,
1754180,"OIL, PEANUT",,,,,Fats and Oils,
1754181,"OIL, PEANUT",,,,,Fats and Oils,
1754182,"OIL, PEANUT",,,,,Fats and Oils,
1754183,"OIL, PEANUT",,,,,Fats and Oils,
1754184,"OIL, PEANUT",,,,,Fats and Oils,
1754185,"OIL, PEANUT",,,,,Fats and Oils,
1754186,"OIL, PEANUT",,,,,Fats and Oils,
1754187,"OIL, PEANUT",,,,,Fats and Oils,
1754188,"OIL, PEANUT",,,,,Fats and Oils,
1754189,"OIL, PEANUT",,,,,Fats and Oils,
1754190,"OIL, PEANUT",,,,,Fats and Oils,
1754191,"OIL, PEANUT",,,,,Fats and Oils,
1754192,"OIL, PEANUT",,,,,Fats and Oils,
1754193,"OIL, PEANUT",,,,,Fats and Oils,
1754194,"OIL, PEANUT",,,,,Fats and Oils,
1754195,"OIL, PEANUT",,,,,Fats and Oils,
1754196,"OIL, PEANUT",,,,,Fats and Oils,
1754197,"OIL, PEANUT",,,,,Fats and Oils,
1754198,"OIL, PEANUT",,,,,Fats and Oils,
1754199,"OIL, PEANUT",,,,,Fats and Oils,
1754200,"OIL, PEANUT",,,,,Fats and Oils,
1754201,"OIL, PEANUT",,,,,Fats and Oils,
1754202,"OIL, PEANUT",,,,,Fats and Oils,
1754203,"OIL, PEANUT",,,,,Fats and Oils,
1754204,"OIL, PEANUT",,,,,Fats and Oils,
1754205,"OIL, PEANUT",,,,,Fats and Oils,
1754206,"OIL, PEANUT",,,,,Fats and Oils,
1754207,"OIL, PEANUT",,,,,Fats and Oils,
1754208,"OIL, PEANUT",,,,,Fats and Oils,
1754209,"OIL, PEANUT",,,,,Fats and Oils,
1754210,"OIL, PEANUT",,,,,Fats and Oils,
1754211,"OIL, PEANUT",,,,,Fats and Oils,
1754212,"OIL, PEANUT",,,,,Fats and Oils,
1754213,"OIL, PEANUT",,,,,Fats and Oils,
1754214,"OIL, PEANUT",,,,,Fats and Oils,
1754215,"OIL, PEANUT",,,,,Fats and Oils,
1754216,"OIL, PEANUT",,,,,Fats and Oils,
1754217,"OIL, PEANUT",,,,,Fats and Oils,
1754218,"OIL, PEANUT",,,,,Fats and Oils,
1754219,"OIL, PEANUT",,,,,Fats and Oils,
1754220,"OIL, PEANUT",,,,,Fats and Oils,
1754221,"OIL, PEANUT",,,,,Fats and Oils,
1754222,"OIL, PEANUT",,,,,Fats and Oils,
1754223,"OIL, PEANUT",,,,,Fats and Oils,
1754224,"OIL, PEANUT",,,,,Fats and Oils,
1754225,"OIL, PEANUT",,,,,Fats and Oils,
1754226,"OIL, PEANUT",,,,,Fats and Oils,
1754227,"OIL, PEANUT",,,,,Fats and Oils,
1754228,"OIL, PEANUT",,,,,Fats and Oils,
1754229,"OIL, PEANUT",,,,,Fats and Oils,
1754230,"OIL, PEANUT",,,,,Fats and Oils,
1754231,"OIL, PEANUT",,,,,Fats and Oils,
1754232,"OIL, PEANUT",,,,,Fats and Oils,
1754233,"OIL, PEANUT",,,,,Fats and Oils,
1754235,"OIL, PEANUT",,,,,Fats and Oils,
1754236,"OIL, PEANUT",,,,,Fats and Oils,
1754237,"OIL, PEANUT",,,,,Fats and Oils,
1754238,"OIL, PEANUT",,,,,Fats and Oils,
1754239,"OIL, PEANUT",,,,,Fats and Oils,
1754240,"OIL, PEANUT",,,,,Fats and Oils,
1754241,"OIL, PEANUT",,,,,Fats and Oils,
1754242,"OIL, PEANUT",,,,,Fats and Oils,
1754243,"OIL, PEANUT",,,,,Fats and Oils,
1754244,"OIL, PEANUT",,,,,Fats and Oils,
1754245,"OIL, PEANUT",,,,,Fats and Oils,
1754246,"OIL, PEANUT",,,,,Fats and Oils,
1754247,"OIL, PEANUT",,,,,Fats and Oils,
1754248,"OIL, PEANUT",,,,,Fats and Oils,
1754249,"OIL, PEANUT",,,,,Fats and Oils,
1754250,"OIL, PEANUT",,,,,Fats and Oils,
1754251,"OIL, PEANUT",,,,,Fats and Oils,
1754252,"OIL, PEANUT",,,,,Fats and Oils,
1754253,"OIL, PEANUT",,,,,Fats and Oils,
1754254,"OIL, PEANUT",,,,,Fats and Oils,
1754255,"OIL, PEANUT",,,,,Fats and Oils,
1754256,"OIL, PEANUT",,,,,Fats and Oils,
1754257,"OIL, PEANUT",,,,,Fats and Oils,
1754258,"OIL, PEANUT",,,,,Fats and Oils,
1754259,"OIL, PEANUT",,,,,Fats and Oils,
1754260,"OIL, PEANUT",,,,,Fats and Oils,
1754261,"OIL, PEANUT",,,,,Fats and Oils,
1754262,"OIL, PEANUT",,,,,Fats and Oils,
1754263,"OIL, PEANUT",,,,,Fats and Oils,
1754264,"OIL, PEANUT",,,,,Fats and Oils,
1754265,"OIL, PEANUT",,,,,Fats and Oils,
1754266,"OIL, PEANUT",,,,,Fats and Oils,
1754267,"OIL, PEANUT",,,,,Fats and Oils,
1754268,"OIL, PEANUT",,,,,Fats and Oils,
1754269,"OIL, PEANUT",,,,,Fats and Oils,
1754270,"OIL, PEANUT",,,,,Fats and Oils,
1754271,"OIL, PEANUT",,,,,Fats and Oils,
1754272,"OIL, PEANUT",,,,,Fats and Oils,
1754273,"OIL, PEANUT",,,,,Fats and Oils,
1754274,"OIL, PEANUT",,,,,Fats and Oils,
1754275,"OIL, PEANUT",,,,,Fats and Oils,
1754276,"OIL, PEANUT",,,,,Fats and Oils,
1754277,"OIL, PEANUT",,,,,Fats and Oils,
1754278,"OIL, PEANUT",,,,,Fats and Oils,
1754279,"OIL, PEANUT",,,,,Fats and Oils,
1754280,"OIL, PEANUT",,,,,Fats and Oils,
1754281,"OIL, PEANUT",,,,,Fats and Oils,
1754282,"OIL, PEANUT",,,,,Fats and Oils,
1754283,"OIL, PEANUT",,,,,Fats and Oils,
1754284,"OIL, PEANUT",,,,,Fats and Oils,
1754285,"OIL, PEANUT",,,,,Fats and Oils,
1754286,"OIL, PEANUT",,,,,Fats and Oils,
1754287,"OIL, PEANUT",,,,,Fats and Oils,
1754288,"OIL, PEANUT",,,,,Fats and Oils,
1754289,"OIL, PEANUT",,,,,Fats and Oils,
1754290,"OIL, PEANUT",,,,,Fats and Oils,
1754291,"OIL, PEANUT",,,,,Fats and Oils,
1754292,"OIL, PEANUT",,,,,Fats and Oils,
1754293,"OIL, PEANUT",,,,,Fats and Oils,
1754294,"OIL, PEANUT",,,,,Fats and Oils,
1754295,"OIL, PEANUT",,,,,Fats and Oils,
1754296,"OIL, PEANUT",,,,,Fats and Oils,
1754297,"OIL, PEANUT",,,,,Fats and Oils,
1754298,"OIL, PEANUT",,,,,Fats and Oils,
1754299,"OIL, PEANUT",,,,,Fats and Oils,
1754300,"OIL, PEANUT",,,,,Fats and Oils,
1754301,"OIL, PEANUT",,,,,Fats and Oils,
1754302,"OIL, PEANUT",,,,,Fats and Oils,
1754303,"OIL, PEANUT",,,,,Fats and Oils,
1754304,"OIL, PEANUT",,,,,Fats and Oils,
1754305,"OIL, PEANUT",,,,,Fats and Oils,
1754306,"OIL, PEANUT",,,,,Fats and Oils,
1754307,"OIL, PEANUT",,,,,Fats and Oils,
1754308,"OIL, PEANUT",,,,,Fats and Oils,
1754309,"OIL, PEANUT",,,,,Fats and Oils,
1754310,"OIL, PEANUT",,,,,Fats and Oils,
1754311,"OIL, PEANUT",,,,,Fats and Oils,
1754312,"OIL, PEANUT",,,,,Fats and Oils,
1754313,"OIL, PEANUT",,,,,Fats and Oils,
1754314,"OIL, PEANUT",,,,,Fats and Oils,
1754315,"OIL, PEANUT",,,,,Fats and Oils,
1754316,"OIL, PEANUT",,,,,Fats and Oils,
1754317,"OIL, PEANUT",,,,,Fats and Oils,
1754318,"OIL, PEANUT",,,,,Fats and Oils,
1754319,"OIL, PEANUT",,,,,Fats and Oils,
1754320,"OIL, PEANUT",,,,,Fats and Oils,
1754321,"OIL, PEANUT",,,,,Fats and Oils,
1754322,"OIL, PEANUT",,,,,Fats and Oils,
1754323,"OIL, PEANUT",,,,,Fats and Oils,
1754324,"OIL, PEANUT",,,,,Fats and Oils,
1754325,"OIL, PEANUT",,,,,Fats and Oils,
1754326,"OIL, PEANUT",,,,,Fats and Oils,
1754327,"OIL, PEANUT",,,,,Fats and Oils,
1754328,"OIL, PEANUT",,,,,Fats and Oils,
1754329,"OIL, PEANUT",,,,,Fats and Oils,
1754330,"OIL, PEANUT",,,,,Fats and Oils,
1754331,"OIL, PEANUT",,,,,Fats and Oils,
1754332,"OIL, PEANUT",,,,,Fats and Oils,
1754333,"OIL, PEANUT",,,,,Fats and Oils,
1754334,"OIL, PEANUT",,,,,Fats and Oils,
1754335,"OIL, PEANUT",,,,,Fats and Oils,
1754336,"OIL, PEANUT",,,,,Fats and Oils,
1754337,"OIL, PEANUT",,,,,Fats and Oils,
1754338,"OIL, PEANUT",,,,,Fats and Oils,
1754339,"OIL, PEANUT",,,,,Fats and Oils,
1754340,"OIL, PEANUT",,,,,Fats and Oils,
1754341,"OIL, PEANUT",,,,,Fats and Oils,
1754342,"OIL, PEANUT",,,,,Fats and Oils,
1754343,"OIL, PEANUT",,,,,Fats and Oils,
1754344,"OIL, PEANUT",,,,,Fats and Oils,
1754345,"OIL, PEANUT",,,,,Fats and Oils,
1754346,"OIL, PEANUT",,,,,Fats and Oils,
1754347,"OIL, PEANUT",,,,,Fats and Oils,
1754348,"OIL, PEANUT",,,,,Fats and Oils,
1754350,"OIL, PEANUT",,,,,Fats and Oils,
1754351,"OIL, PEANUT",,,,,Fats and Oils,
1754352,"OIL, PEANUT",,,,,Fats and Oils,
1754353,"OIL, PEANUT",,,,,Fats and Oils,
1754354,"OIL, PEANUT",,,,,Fats and Oils,
1754355,"OIL, PEANUT",,,,,Fats and Oils,
1754356,"OIL, PEANUT",,,,,Fats and Oils,
1754357,"OIL, PEANUT",,,,,Fats and Oils,
1754358,"OIL, PEANUT",,,,,Fats and Oils,
1754359,"OIL, PEANUT",,,,,Fats and Oils,
1754360,"OIL, PEANUT",,,,,Fats and Oils,
1754361,"OIL, PEANUT",,,,,Fats and Oils,
1754362,"OIL, PEANUT",,,,,Fats and Oils,
1754363,"OIL, PEANUT",,,,,Fats and Oils,
1754364,"OIL, PEANUT",,,,,Fats and Oils,
1754365,"OIL, PEANUT",,,,,Fats and Oils,
1754366,"OIL, PEANUT",,,,,Fats and Oils,
1754367,"OIL, PEANUT",,,,,Fats and Oils,
1754368,"OIL, PEANUT",,,,,Fats and Oils,
1754369,"OIL, PEANUT",,,,,Fats and Oils,
1754370,"OIL, PEANUT",,,,,Fats and Oils,
1754371,"OIL, PEANUT",,,,,Fats and Oils,
1754372,"OIL, PEANUT",,,,,Fats and Oils,
1754373,"OIL, PEANUT",,,,,Fats and Oils,
1754374,"OIL, PEANUT",,,,,Fats and Oils,
1754375,"OIL, PEANUT",,,,,Fats and Oils,
1754376,"OIL, PEANUT",,,,,Fats and Oils,
1754377,"OIL, PEANUT",,,,,Fats and Oils,
1754378,"OIL, PEANUT",,,,,Fats and Oils,
1754379,"OIL, PEANUT",,,,,Fats and Oils,
1754380,"OIL, PEANUT",,,,,Fats and Oils,
1754381,"OIL, PEANUT",,,,,Fats and Oils,
1754382,"OIL, PEANUT",,,,,Fats and Oils,
1754383,"OIL, PEANUT",,,,,Fats and Oils,
1754384,"OIL, PEANUT",,,,,Fats and Oils,
1754385,"OIL, PEANUT",,,,,Fats and Oils,
1754386,"OIL, PEANUT",,,,,Fats and Oils,
1754387,"OIL, PEANUT",,,,,Fats and Oils,
1754388,"OIL, PEANUT",,,,,Fats and Oils,
1754389,"OIL, PEANUT",,,,,Fats and Oils,
1754390,"OIL, PEANUT",,,,,Fats and Oils,
1754391,"OIL, PEANUT",,,,,Fats and Oils,
1754392,"OIL, PEANUT",,,,,Fats and Oils,
1754393,"OIL, PEANUT",,,,,Fats and Oils,
1754394,"OIL, PEANUT",,,,,Fats and Oils,
1754395,"OIL, PEANUT",,,,,Fats and Oils,
1754396,"OIL, PEANUT",,,,,Fats and Oils,
1754397,"OIL, PEANUT",,,,,Fats and Oils,
1754398,"OIL, PEANUT",,,,,Fats and Oils,
1754399,"OIL, PEANUT",,,,,Fats and Oils,
1754400,"OIL, PEANUT",,,,,Fats and Oils,
1754401,"OIL, PEANUT",,,,,Fats and Oils,
1754402,"OIL, PEANUT",,,,,Fats and Oils,
1754403,"OIL, PEANUT",,,,,Fats and Oils,
1754404,"OIL, PEANUT",,,,,Fats and Oils,
1754405,"OIL, PEANUT",,,,,Fats and Oils,
1754406,"OIL, PEANUT",,,,,Fats and Oils,
1754407,"OIL, PEANUT",,,,,Fats and Oils,
1754408,"OIL, PEANUT",,,,,Fats and Oils,
1754409,"OIL, PEANUT",,,,,Fats and Oils,
1754410,"OIL, PEANUT",,,,,Fats and Oils,
1754411,"OIL, PEANUT",,,,,Fats and Oils,
1754412,"OIL, PEANUT",,,,,Fats and Oils,
1754413,"OIL, PEANUT",,,,,Fats and Oils,
1754414,"OIL, PEANUT",,,,,Fats and Oils,
1754415,"OIL, PEANUT",,,,,Fats and Oils,
1754417,"OIL, PEANUT",,,,,Fats and Oils,
1754418,"OIL, PEANUT",,,,,Fats and Oils,
1754419,"OIL, PEANUT",,,,,Fats and Oils,
1754420,"OIL, PEANUT",,,,,Fats and Oils,
1754421,"OIL, PEANUT",,,,,Fats and Oils,
1754422,"OIL, PEANUT",,,,,Fats and Oils,
1754423,"OIL, PEANUT",,,,,Fats and Oils,
1754424,"OIL, PEANUT",,,,,Fats and Oils,
1754425,"OIL, PEANUT",,,,,Fats and Oils,
1754426,"OIL, PEANUT",,,,,Fats and Oils,
1754427,"OIL, PEANUT",,,,,Fats and Oils,
1754428,"OIL, PEANUT",,,,,Fats and Oils,
1754429,"OIL, PEANUT",,,,,Fats and Oils,
1754430,"OIL, PEANUT",,,,,Fats and Oils,
1754431,"OIL, PEANUT",,,,,Fats and Oils,
1754432,"OIL, PEANUT",,,,,Fats and Oils,
1754433,"OIL, PEANUT",,,,,Fats and Oils,
1754434,"OIL, PEANUT",,,,,Fats and Oils,
1754435,"OIL, PEANUT",,,,,Fats and Oils,
1754436,"OIL, PEANUT",,,,,Fats and Oils,
1754437,"OIL, PEANUT",,,,,Fats and Oils,
1754438,"OIL, PEANUT",,,,,Fats and Oils,
1754439,"OIL, PEANUT",,,,,Fats and Oils,
1754440,"OIL, PEANUT",,,,,Fats and Oils,
1754441,"OIL, PEANUT",,,,,Fats and Oils,
1754442,"OIL, PEANUT",,,,,Fats and Oils,
1754443,"OIL, PEANUT",,,,,Fats and Oils,
1754444,"OIL, PEANUT",,,,,Fats and Oils,
1754445,"OIL, PEANUT",,,,,Fats and Oils,
1754446,"OIL, PEANUT",,,,,Fats and Oils,
1754447,"OIL, PEANUT",,,,,Fats and Oils,
1754448,"OIL, PEANUT",,,,,Fats and Oils,
1754449,"OIL, PEANUT",,,,,Fats and Oils,
1754450,"OIL, PEANUT",,,,,Fats and Oils,
1754451,"OIL, PEANUT",,,,,Fats and Oils,
1754452,"OIL, PEANUT",,,,,Fats and Oils,
1754453,"OIL, PEANUT",,,,,Fats and Oils,
1754454,"OIL, PEANUT",,,,,Fats and Oils,
1754455,"OIL, PEANUT",,,,,Fats and Oils,
1754456,"OIL, PEANUT",,,,,Fats and Oils,
1754457,"OIL, PEANUT",,,,,Fats and Oils,
1754458,"OIL, PEANUT",,,,,Fats and Oils,
1754459,"OIL, PEANUT",,,,,Fats and Oils,
1754460,"OIL, PEANUT",,,,,Fats and Oils,
1754462,"OIL, PEANUT",,,,,Fats and Oils,
1754463,"OIL, PEANUT",,,,,Fats and Oils,
1754464,"OIL, PEANUT",,,,,Fats and Oils,
1754465,"OIL, PEANUT",,,,,Fats and Oils,
1754466,"OIL, PEANUT",,,,,Fats and Oils,
1754467,"OIL, PEANUT",,,,,Fats and Oils,
1754468,"OIL, PEANUT",,,,,Fats and Oils,
1754469,"OIL, PEANUT",,,,,Fats and Oils,
1754470,"OIL, PEANUT",,,,,Fats and Oils,
1754471,"OIL, PEANUT",,,,,Fats and Oils,
1754472,"OIL, PEANUT",,,,,Fats and Oils,
1754473,"OIL, PEANUT",,,,,Fats and Oils,
1754474,"OIL, PEANUT",,,,,Fats and Oils,
1754475,"OIL, PEANUT",,,,,Fats and Oils,
1754476,"OIL, PEANUT",,,,,Fats and Oils,
1754477,"OIL, PEANUT",,,,,Fats and Oils,
1754478,"OIL, PEANUT",,,,,Fats and Oils,
1754479,"OIL, PEANUT",,,,,Fats and Oils,
1754480,"OIL, PEANUT",,,,,Fats and Oils,
1754481,"OIL, PEANUT",,,,,Fats and Oils,
1754482,"OIL, PEANUT",,,,,Fats and Oils,
1754483,"OIL, PEANUT",,,,,Fats and Oils,
1754484,"OIL, PEANUT",,,,,Fats and Oils,
1754485,"OIL, PEANUT",,,,,Fats and Oils,
1754486,"OIL, PEANUT",,,,,Fats and Oils,
1754487,"OIL, PEANUT",,,,,Fats and Oils,
1754488,"OIL, PEANUT",,,,,Fats and Oils,
1754489,"OIL, PEANUT",,,,,Fats and Oils,
1754490,"OIL, PEANUT",,,,,Fats and Oils,
1754491,"OIL, PEANUT",,,,,Fats and Oils,
1754492,"OIL, PEANUT",,,,,Fats and Oils,
1754493,"OIL, PEANUT",,,,,Fats and Oils,
1754494,"OIL, PEANUT",,,,,Fats and Oils,
1754495,"OIL, PEANUT",,,,,Fats and Oils,
1754496,"OIL, PEANUT",,,,,Fats and Oils,
1754497,"OIL, PEANUT",,,,,Fats and Oils,
1754498,"OIL, PEANUT",,,,,Fats and Oils,
1754499,"OIL, PEANUT",,,,,Fats and Oils,
1754500,"OIL, PEANUT",,,,,Fats and Oils,
1754501,"OIL, PEANUT",,,,,Fats and Oils,
1754502,"OIL, PEANUT",,,,,Fats and Oils,
1754503,"OIL, PEANUT",,,,,Fats and Oils,
1754504,"OIL, PEANUT",,,,,Fats and Oils,
1754505,"OIL, PEANUT",,,,,Fats and Oils,
1754506,"OIL, PEANUT",,,,,Fats and Oils,
1754507,"OIL, PEANUT",,,,,Fats and Oils,
1754508,"OIL, PEANUT",,,,,Fats and Oils,
1754509,"OIL, PEANUT",,,,,Fats and Oils,
1754510,"OIL, PEANUT",,,,,Fats and Oils,
1754511,"OIL, PEANUT",,,,,Fats and Oils,
1754512,"OIL, PEANUT",,,,,Fats and Oils,
1754513,"OIL, PEANUT",,,,,Fats and Oils,
1754514,"OIL, PEANUT",,,,,Fats and Oils,
1754515,"OIL, PEANUT",,,,,Fats and Oils,
1754516,"OIL, PEANUT",,,,,Fats and Oils,
1754517,"OIL, PEANUT",,,,,Fats and Oils,
1754518,"OIL, PEANUT",,,,,Fats and Oils,
1754519,"OIL, PEANUT",,,,,Fats and Oils,
1754520,"OIL, PEANUT",,,,,Fats and Oils,
1754521,"OIL, PEANUT",,,,,Fats and Oils,
1754522,"OIL, PEANUT",,,,,Fats and Oils,
1754523,"OIL, PEANUT",,,,,Fats and Oils,
1754524,"OIL, PEANUT",,,,,Fats and Oils,
1754525,"OIL, PEANUT",,,,,Fats and Oils,
1754526,"OIL, PEANUT",,,,,Fats and Oils,
1754527,"OIL, PEANUT",,,,,Fats and Oils,
1754528,"OIL, PEANUT",,,,,Fats and Oils,
1754529,"OIL, PEANUT",,,,,Fats and Oils,
1754530,"OIL, PEANUT",,,,,Fats and Oils,
1754531,"OIL, PEANUT",,,,,Fats and Oils,
1754533,"OIL, PEANUT",,,,,Fats and Oils,
1754534,"OIL, PEANUT",,,,,Fats and Oils,
1754535,"OIL, PEANUT",,,,,Fats and Oils,
1754536,"OIL, PEANUT",,,,,Fats and Oils,
1754537,"OIL, PEANUT",,,,,Fats and Oils,
1754538,"OIL, PEANUT",,,,,Fats and Oils,
1754539,"OIL, PEANUT",,,,,Fats and Oils,
1754540,"OIL, PEANUT",,,,,Fats and Oils,
1754541,"OIL, PEANUT",,,,,Fats and Oils,
1754542,"OIL, PEANUT",,,,,Fats and Oils,
1754543,"OIL, PEANUT",,,,,Fats and Oils,
1754544,"OIL, PEANUT",,,,,Fats and Oils,
1754545,"OIL, PEANUT",,,,,Fats and Oils,
1754546,"OIL, PEANUT",,,,,Fats and Oils,
1754547,"OIL, PEANUT",,,,,Fats and Oils,
1754548,"OIL, PEANUT",,,,,Fats and Oils,
1754549,"OIL, PEANUT",,,,,Fats and Oils,
1754550,"OIL, PEANUT",,,,,Fats and Oils,
1754551,"OIL, PEANUT",,,,,Fats and Oils,
1754552,"OIL, PEANUT",,,,,Fats and Oils,
1754553,"OIL, PEANUT",,,,,Fats and Oils,
1754554,"OIL, PEANUT",,,,,Fats and Oils,
1754555,"OIL, PEANUT",,,,,Fats and Oils,
1754556,"OIL, PEANUT",,,,,Fats and Oils,
1754557,"OIL, PEANUT",,,,,Fats and Oils,
1754558,"OIL, PEANUT",,,,,Fats and Oils,
1754559,"OIL, PEANUT",,,,,Fats and Oils,
1754560,"OIL, PEANUT",,,,,Fats and Oils,
1754561,"OIL, PEANUT",,,,,Fats and Oils,
1754562,"OIL, PEANUT",,,,,Fats and Oils,
1754563,"OIL, PEANUT",,,,,Fats and Oils,
1754564,"OIL, PEANUT",,,,,Fats and Oils,
1754565,"OIL, PEANUT",,,,,Fats and Oils,
1754566,"OIL, PEANUT",,,,,Fats and Oils,
1754567,"OIL, PEANUT",,,,,Fats and Oils,
1754568,"OIL, PEANUT",,,,,Fats and Oils,
1754569,"OIL, PEANUT",,,,,Fats and Oils,
1754570,"OIL, PEANUT",,,,,Fats and Oils,
1754571,"OIL, PEANUT",,,,,Fats and Oils,
1754572,"OIL, PEANUT",,,,,Fats and Oils,
1754573,"OIL, PEANUT",,,,,Fats and Oils,
1754574,"OIL, PEANUT",,,,,Fats and Oils,
1754575,"OIL, PEANUT",,,,,Fats and Oils,
1754576,"OIL, PEANUT",,,,,Fats and Oils,
1754577,"OIL, PEANUT",,,,,Fats and Oils,
1754578,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754579,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754580,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754581,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754582,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754583,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754584,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754585,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754586,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754587,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754588,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754589,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754590,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754591,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754592,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754593,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754594,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754595,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754596,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754597,"OIL, SUNFLOWER",,,,,Fats and Oils,
1754598,"OIL, SUNFLOWER",,,,,Fats and Oils,
